Ticker,TimeStamp,Open,High,Low,Close,Volume,Return,ADXR,AROONOSC,APO,CCI,MACD,MACD_hist,MACD_signal,MFI,ROCP,RSI,Industry,Sector,Market_cap,Industry_weight,Earnings_date,Technical_points
JBHT,2018-01-12,121.330002,121.510002,119.620003,121.059998,978200.0,0.00107383117584,24.6251706698,100.0,2.86326860897,137.638294318,2.87022914539,0.35271090057,2.51751824482,62.2400174554,0.0505032983426,78.9276085018,Trucking,Services,13280000000.0,0.275382009592,Jan 18 BMO,4
ERIE,2018-01-12,117.260002,117.900002,115.449997,117.099998,27300.0,-0.00128097354878,27.684453844,-42.8571428571,0.0804816410257,-91.8744348313,-0.683725924385,-0.128111925454,-0.555613998931,37.9398619405,-0.0265884177852,42.9624084812,Insurance Brokers,Financial,6110000000.0,0.0691970514581,Jan 25 AMC,1
NRCIA,2018-01-12,37.25,37.349998,36.474998,36.849998,15700.0,0.010854736003,21.4339437854,35.7142857143,1.25817392949,7.91091649834,0.537126763173,-0.0339512173954,0.571077980568,69.7178593615,-0.0147059885184,59.1198376034,Medical Laboratories & Research,Healthcare,767550000.0,0.00399231901851,Feb 06 AMC,1
AGR,2018-01-12,48.700001,48.84,48.41,48.52,466700.0,-0.00618301731245,27.8514796519,-50.0,-1.09161758974,-80.8457192486,-0.703813349667,-0.212876808217,-0.49093654145,36.4212336028,-0.0476938361591,37.7586143757,Gas Utilities,Utilities,15180000000.0,0.115863994294,Jan 23 BMO,0
NRCIB,2018-01-12,55.939999,55.950001,55.57,55.939999,5600.0,0.000714998225152,24.4036042318,7.14285714286,1.42537900641,-2.68914964607,0.796173409288,-0.00369971916887,0.799873128457,59.5117324203,-0.000893070159205,70.1086683387,Research Services,Services,977450000.0,0.116032678373,Feb 06 AMC,1
BWP,2018-01-12,13.7,13.88,13.5,13.72,2097400.0,0.00437317784257,26.4584670635,-35.7142857143,-0.183717948718,128.384900676,-0.0967192817786,0.0655114607583,-0.162230742537,60.2847716849,0.041761579347,56.3615789372,Oil & Gas Pipelines,Basic Materials,3350000000.0,0.00721667993171,Jan 29 BMO,2
USNA,2018-01-12,74.199997,74.900002,74.0,74.300003,38400.0,-0.00201876169507,43.6349448415,-64.2857142857,0.954807064102,-27.2443600412,1.052233645,-0.345523478622,1.39775712363,46.1863530484,-0.00602002675585,58.9782374965,Drug Related Products,Healthcare,1760000000.0,0.121045392022,Feb 06 AMC,1
KYO,2018-01-12,68.449997,68.900002,68.449997,68.809998,10700.0,-0.0136608345781,21.7147414955,42.8571428571,0.437949128205,39.5832941741,0.362851473403,0.355002958642,0.00784851476123,44.9634312877,0.0452680527034,53.8914592731,Diversified Electronics,Technology,26180000000.0,0.152097015819,Jan 29 BMO,3
KYN,2018-01-12,19.860001,20.059999,19.73,19.959999,837600.0,0.0110219945402,46.0773646956,100.0,1.26576901923,102.778339105,0.872442065314,0.0207044560454,0.851737609269,83.8258108272,0.0510794628752,77.1006935721,Closed-End Fund - Equity,Financial,2250000000.0,0.128847309067,-,4
CW,2018-01-12,128.100006,129.389999,127.339996,128.740005,264700.0,0.00854439923317,36.2873434385,64.2857142857,1.06903875,238.369336455,1.52458594571,0.425097633545,1.09948831217,75.2910745325,0.0459863739684,74.2185946192,Diversified Machinery,Industrial Goods,5510000000.0,0.0060845788932,Jan 24 AMC,3
SPR,2018-01-12,94.57,96.699997,94.300003,96.550003,812300.0,0.0248575963276,28.4940129895,100.0,2.73674645513,157.903535873,2.75779585595,0.753097682752,2.0046981732,89.5543295868,0.106843972022,89.4347158293,Aerospace/Defense Products & Services,Industrial Goods,10730000000.0,0.0166125003166,Jan 31 BMO,4
KYE,2018-01-12,11.0,11.14,10.95,11.12,563300.0,0.0170863309353,24.6621265695,100.0,0.262756410256,161.087308388,0.243552873695,0.0717487406125,0.171804133083,67.1438791967,0.102081268583,75.2003923207,Closed-End Fund - Equity,Financial,392350000.0,0.0224681074277,-,4
KRG,2018-01-12,18.120001,18.23,17.889999,17.9,552000.0,-0.0145251396648,15.2559408525,-50.0,-0.0813038461538,-148.644416843,-0.214470305772,-0.142583182283,-0.0718871234892,54.9691016842,-0.0708180440076,33.5300283507,REIT - Retail,Financial,1540000000.0,0.00855702451143,Feb 01 AMC,1
VRTX,2018-01-12,157.160004,158.419998,156.350006,157.929993,1561100.0,-0.00297600849004,21.5843977472,92.8571428571,5.42814069231,100.846723984,3.20003852938,0.800900557087,2.39913797229,82.0800854709,0.044717834818,68.3089198037,Biotechnology,Healthcare,38790000000.0,0.0512028931073,Jan 31 AMC,3
BWA,2018-01-12,56.130001,57.889999,56.130001,57.23,2347000.0,0.0230648261401,17.7667375099,64.2857142857,0.713781967949,134.14722817,0.863987003285,0.501640031563,0.362346971722,79.0820102467,0.0984645335303,68.8730702202,Auto Parts,Consumer Goods,11690000000.0,0.0890068405069,Feb 08 BMO,3
SPN,2018-01-12,10.79,11.31,10.68,11.31,5007700.0,0.0229885057471,18.1056685287,71.4285714286,0.823076923077,67.5792141952,0.539208141669,0.134593160026,0.404614981643,52.8190606183,0.164778578785,68.8145232938,Oil & Gas Equipment & Services,Basic Materials,1740000000.0,0.00804728994561,Jan 22 AMC,3
BWG,2018-01-12,13.29,13.43,13.19,13.4,148200.0,0.00970149253731,20.9263873901,92.8571428571,0.129637205128,125.504151839,0.128036484739,0.0585378437831,0.0694986409559,87.769492651,0.0501567398119,77.3273995876,Closed-End Fund - Debt,Financial,276440000.0,0.0248571862751,-,3
SPA,2018-01-12,23.139999,23.200001,23.120001,23.17,28000.0,0.00129482088908,22.1293057037,42.8571428571,0.0294231153846,40.4608987156,0.00360290023783,0.00699006940581,-0.00338716916799,62.1894503721,-0.000431406384814,52.4187208492,Diversified Electronics,Technology,228260000.0,0.00132611401188,Feb 08 AMC,2
SPB,2018-01-12,120.650002,122.260002,119.779999,120.480003,408600.0,-0.00116201856336,21.2350458849,14.2857142857,2.67724458974,77.2718055547,2.51234338167,0.56717300419,1.94517037748,59.8603907093,0.0762908776793,63.6336369167,Personal Products,Consumer Goods,6990000000.0,0.00927119765172,Feb 15 BMO,3
VRTS,2018-01-12,130.899994,132.850006,129.949997,131.399994,54100.0,0.0121764921846,18.8435807784,78.5714285714,2.34647516026,131.399404568,3.08904986124,1.63224768301,1.45680217823,67.9324507602,0.16283180531,79.2476772475,Asset Management,Financial,901700000.0,0.0019163107136,Jan 24 BMO,3
VRTU,2018-01-12,47.09,47.09,45.639999,45.77,184000.0,-0.0255625737383,24.8962023958,64.2857142857,0.111922974359,94.1067499296,0.359889498541,0.0604338104707,0.29945568807,52.5645444319,0.017563361494,53.5878446851,Information Technology Services,Technology,1340000000.0,0.00324521540214,Feb 07 BMO,3
VRTV,2018-01-12,29.049999,29.549999,28.950001,29.450001,39800.0,0.0152801692604,14.3195021949,-42.8571428571,0.393910134615,59.846140507,0.238228647044,-0.0272172317143,0.265445878758,48.2969353531,0.00511952235903,57.6516059456,Packaging & Containers,Consumer Goods,438760000.0,0.00343805252457,Feb 06 BMO,2
SPG,2018-01-12,165.009995,165.970001,164.369995,165.509995,1238100.0,0.00410847091138,20.7053789243,42.8571428571,1.58967841026,-93.6053983844,0.697343750693,-0.829568049155,1.52691179985,58.6286965927,-0.0329535448304,48.2603699732,REIT - Retail,Financial,52470000000.0,0.291550049425,Jan 30 BMO,1
ENDP,2018-01-12,7.93,8.1,7.85,7.95,4270400.0,0.00377358490566,21.4231201929,28.5714285714,0.209102564103,-45.4535311838,0.147851159466,-0.0539044814925,0.201755640959,44.3993683901,0.0153256704981,49.1483930025,Drug Manufacturers - Other,Healthcare,1830000000.0,0.038884363004,Feb 08 AMC,2
GT,2018-01-12,33.529999,34.080002,33.529999,33.91,4295100.0,0.00943674432321,22.5114355394,28.5714285714,0.56089800641,127.97603766,0.520947165793,0.119052954662,0.401894211131,68.8010324246,0.0354198473282,66.4705973497,Rubber & Plastics,Consumer Goods,8470000000.0,0.355227867983,Feb 07 BMO,3
GS,2018-01-12,255.75,257.299988,254.089996,257.029999,2829600.0,0.0073921098992,26.5889907819,-64.2857142857,0.0241012435898,24.8887272068,1.66155313109,-0.600298329859,2.26185146095,38.6471872841,0.00206627290448,57.1558076467,Investment Brokerage - National,Financial,96280000000.0,0.216954087643,Jan 17 BMO,2
GG,2018-01-12,14.0,14.35,13.9,14.35,8215300.0,0.0313588850174,27.3115503125,100.0,0.598384217949,155.979727869,0.34757488449,0.158531159601,0.189043724889,84.8573407643,0.129032258065,82.9582842897,Gold,Basic Materials,11720000000.0,0.109522853224,Jan 24 AMC,4
GE,2018-01-12,19.120001,19.15,18.700001,18.76,86868300.0,-0.0138592750533,33.3532790313,92.8571428571,0.382485288462,88.5802549421,0.136673339886,0.208612140635,-0.0719388007494,67.9657613723,0.0806450990412,60.1721514463,Diversified Machinery,Industrial Goods,1.61e+11,0.177788965845,Jan 24 BMO,3
GD,2018-01-12,206.529999,211.75,205.589996,210.589996,1892700.0,0.0241227080891,18.053761107,57.1428571429,2.57320524359,220.732556183,1.46528547461,0.769066575959,0.696218898649,67.2027072628,0.0330128272687,68.979507891,Aerospace/Defense Products & Services,Industrial Goods,61630000000.0,0.0954173713432,Jan 26 BMO,3
RDWR,2018-01-12,20.030001,20.139999,19.92,20.110001,68800.0,0.00397812014032,25.7770810105,42.8571428571,-0.116089570513,85.1981786745,0.0764117277034,0.0195598667371,0.0568518609662,41.3979405809,0.0275933060807,57.5125281676,Information Technology Services,Technology,897120000.0,0.00217264749371,Feb 07 BMO,2
BYD,2018-01-12,36.950001,36.990002,36.25,36.48,408300.0,-0.00904608004386,49.1763715362,21.4285714286,1.3005058141,111.306995255,1.20567397445,-0.0220413203548,1.22771529481,52.5216183621,0.0319661121339,65.3963743098,Resorts & Casinos,Services,3890000000.0,0.0183985434786,Feb 13 AMC,2
MAS,2018-01-12,45.810001,46.009998,45.540001,45.759998,2601500.0,0.000655550727952,36.6580397815,57.1428571429,0.9276085,157.619550081,0.964145317333,0.0830007402449,0.881144577088,64.365565365,0.0396128405277,71.3816592722,General Building Materials,Industrial Goods,14160000000.0,0.144697288878,Feb 08 BMO,3
SNE,2018-01-12,49.959999,50.82,49.73,50.029999,1043400.0,-0.0049970018988,21.5031082759,64.2857142857,1.35474326282,101.513297755,1.29345858441,0.431855954427,0.861602629986,87.5021332561,0.104658818621,74.4547657039,Electronic Equipment,Consumer Goods,60280000000.0,0.0627699672198,Jan 30 BMO,3
AMCX,2018-01-12,53.139999,53.540001,52.639999,53.299999,788600.0,0.00600373369613,26.3266639936,-78.5714285714,-1.13839720513,-16.8632142095,-0.311171037147,-0.239794816678,-0.0713762204689,21.8290008717,-0.0239883167188,49.5790895982,Entertainment - Diversified,Services,3140000000.0,0.00569196688544,Feb 01 BMO,0
SNN,2018-01-12,34.950001,35.220001,34.91,35.169998,433500.0,0.0110889685009,16.48594768,7.14285714286,-0.0978845641026,30.5949735175,-0.175003303646,0.0511384272013,-0.226141730847,48.3270878767,-0.00283532747377,49.4567336637,Medical Appliances & Equipment,Healthcare,14740000000.0,0.036039515446,-,1
HIVE,2018-01-12,5.95,5.97,5.82,5.89,233000.0,-0.0101867572156,41.1979949581,-78.5714285714,0.023141025641,17.328990228,0.124818332897,-0.0538823122861,0.178700645183,42.3055285474,-0.016694490818,56.5472882048,Communication Equipment,Technology,312910000.0,0.00139982609428,Jan 31 AMC,1
SNI,2018-01-12,87.849998,88.050003,86.660004,87.870003,528200.0,0.00216231926156,27.3608976598,78.5714285714,1.77762827564,178.150618698,1.30040015364,0.12394970954,1.1764504441,65.1785456771,0.027959755687,71.8134311277,Broadcasting - TV,Services,11120000000.0,0.211642427074,Jan 31 AMC,3
MAA,2018-01-12,92.0,92.290001,90.879997,91.32,856700.0,-0.00821287779238,29.2947487776,-64.2857142857,-2.50029346795,-149.472593469,-2.36032294276,-0.646405468253,-1.71391747451,29.9204217257,-0.0828713878771,19.7923082346,REIT - Residential,Financial,10840000000.0,0.0732578750188,Jan 31 AMC,1
AMCN,2018-01-12,1.21,1.26,1.19,1.21,607500.0,0.0,37.188495744,-42.8571428571,-0.349487179487,-24.3227326266,-0.204236280031,0.00833991200165,-0.212576192033,30.3562474574,0.0803571428571,29.8584235157,Marketing Services,Services,69410000.0,0.00967153564367,-,2
MAC,2018-01-12,63.099998,63.209999,62.619999,62.970001,496900.0,-0.00206442747238,22.0887260289,-57.1428571429,-0.355448858974,-128.090707559,-0.137366997741,-0.460198734099,0.322831736358,55.3743631328,-0.046053641992,42.4842694785,REIT - Retail,Financial,8980000000.0,0.0498974546186,Jan 29 AMC,1
ACLS,2018-01-12,29.5,29.799999,29.08,29.15,227800.0,-0.00857632933105,18.4136804271,42.8571428571,0.240384532051,-70.6339330632,-0.272807960503,0.0737702734874,-0.346578233991,47.2063275229,-0.018518551565,42.3805651919,Semiconductor Equipment & Materials,Technology,971060000.0,0.00498366833217,Feb 01 AMC,2
SNR,2018-01-12,7.56,7.575,7.4,7.41,422100.0,-0.0188933873144,27.1596813171,-85.7142857143,-0.0786538461538,-171.208561733,-0.0968235617438,0.00017384528747,-0.0969974070313,49.2873277036,-0.0262812089356,34.476143278,REIT - Diversified,Financial,619350000.0,0.00301450980157,Feb 02 BMO,2
SNP,2018-01-12,83.239998,84.089996,83.139999,84.07,125000.0,0.0209349589628,26.6425885234,100.0,3.72237271154,124.604936029,2.73969282561,0.943421631409,1.7962711942,91.7101312743,0.146930375978,85.4234879425,Major Integrated Oil & Gas,Basic Materials,1.23e+11,0.0930030733206,29-Jan,4
JNJ,2018-01-12,144.990005,146.419998,144.899994,145.759995,5430300.0,0.00665478892202,29.2765491622,57.1428571429,0.344166955128,165.320951079,1.16446924699,0.454094169443,0.710375077547,61.424326964,0.0369948568155,72.7623798755,Drug Manufacturers - Major,Healthcare,3.84e+11,0.229759888949,Jan 23 BMO,3
SNX,2018-01-12,137.089996,138.320007,134.800003,137.970001,255300.0,0.00811767044924,14.6100297643,-28.5714285714,1.93320539103,-7.07633985713,1.09625422462,-0.205754166166,1.30200839078,66.2662199423,0.00847893441238,54.1949453359,Business Services,Services,5670000000.0,0.0150074397993,Jan 09 AMC,2
MAN,2018-01-12,130.399994,131.059998,129.380005,129.75,279400.0,-0.00115602312139,13.6920894875,42.8571428571,1.28641041667,85.5316319312,1.08852619181,0.246707042882,0.841819148929,60.1681561541,0.0206890885615,60.2630526609,Staffing & Outsourcing Services,Services,8620000000.0,0.164311941837,Jan 30 BMO,3
EVH,2018-01-12,14.75,15.1,14.4,15.05,1498800.0,0.0299003322259,26.4199109671,64.2857142857,0.0983974358974,203.375086987,0.277589624989,0.208389509697,0.0692001152917,62.3372893097,0.17578125,68.7605227893,Healthcare Information Services,Technology,1040000000.0,0.0183227011749,Feb 01 AMC,3
JBSS,2018-01-12,63.209999,63.91,62.130001,62.389999,108200.0,-0.0149062512407,16.1645126204,-50.0,0.33256400641,-107.680892954,0.220035076318,-0.160605865111,0.380640941429,51.1696934277,-0.0236307191352,48.1644096207,Processed & Packaged Goods,Consumer Goods,712110000.0,0.00485176932092,Jan 29 AMC,2
BEN,2018-01-12,44.169998,44.669998,44.119999,44.529999,1991500.0,0.0132494950202,20.5217053933,57.1428571429,-0.0434465320513,238.568701201,0.224695343573,0.0428696455448,0.181825698028,49.4856075388,0.0229726630593,62.8989657556,Asset Management,Financial,24030000000.0,0.0510690323254,Jan 26 BMO,2
MGNX,2018-01-12,19.459999,20.77,19.43,20.530001,355000.0,0.0526059399607,14.5262223904,28.5714285714,0.292692455128,163.766262344,0.226169299051,0.0491038644893,0.177065434561,54.4600095053,0.0593396315449,62.6525126478,Biotechnology,Healthcare,719830000.0,0.000950177327802,Feb 07 AMC,3
BEL,2018-01-12,12.75,12.95,12.55,12.9,248400.0,0.0116279069767,14.926576689,57.1428571429,0.0512820512821,229.060303367,0.0405440153361,0.0645919151216,-0.0240478997854,62.4351077098,0.0445344129555,66.3899907874,Lodging,Services,1490000000.0,0.00853095959669,Feb 05 AMC,3
EVA,2018-01-12,28.700001,28.85,28.4,28.549999,32000.0,-0.00175134857273,21.2931549077,50.0,0.302564134615,90.9161815707,0.18760191686,0.119124693995,0.0684772228641,44.916213761,0.0362976419709,56.3770195516,"Lumber, Wood Production",Industrial Goods,771320000.0,0.0189297890658,Feb 01 BMO,3
EVC,2018-01-12,7.4,7.4,7.28,7.35,303200.0,0.0,46.916049082,-78.5714285714,-0.157653846154,86.9076305221,0.0783644978457,-0.0426899009,0.121054398746,32.7113390762,0.00684931506849,58.224613149,Broadcasting - TV,Services,634500000.0,0.0120761798542,Feb 01 AMC,1
ENB,2018-01-12,39.66,39.880001,39.450001,39.740002,2460100.0,0.00629089047353,21.9337897018,57.1428571429,0.692821032051,-1.27519550017,0.495926682933,-0.0592055984448,0.555132281378,66.5673191713,0.013517036815,56.3603471921,Oil & Gas Pipelines,Basic Materials,68040000000.0,0.146574000762,Feb 01 BMO,2
BSRR,2018-01-12,27.6,28.1,27.51,27.709999,23500.0,0.00613489737044,11.7898465868,78.5714285714,0.0702565769231,210.67355181,0.125935001484,0.0681675108592,0.057767490625,28.8983436585,0.0187499257813,59.6714496021,Regional - Pacific Banks,Financial,408890000.0,0.00610475016121,Jan 22 BMO,3
BEP,2018-01-12,33.220001,33.43,33.16,33.279999,103700.0,0.00150237384322,24.8816334278,-57.1428571429,0.272948352564,-164.349906184,0.0119388795137,-0.184695505135,0.196634384648,38.8495992615,-0.0447761481056,40.3604344845,Diversified Utilities,Utilities,6190000000.0,0.0310354374558,Jan 31 BMO,2
IDCC,2018-01-12,81.150002,81.400002,80.5,80.699997,206500.0,-0.00247837679597,19.260792098,78.5714285714,1.55856879487,106.629065058,1.4200873373,0.319004047864,1.10108328944,67.8623739827,0.0608751757789,64.9627517468,Wireless Communications,Technology,2740000000.0,0.00525557718398,Jan 25 BMO,3
G,2018-01-12,33.380001,33.380001,32.849998,33.119999,920300.0,-0.00543478277279,17.4183675872,42.8571428571,0.288974397436,46.9474119079,0.411394272729,0.0369282124028,0.374466060326,54.0962399729,0.0298507151741,61.070403625,Business Services,Services,6420000000.0,0.0169925508839,Feb 06 AMC,3
VLO,2018-01-12,94.910004,97.0,94.709999,96.75,2868400.0,0.0227389870801,58.0194503766,100.0,2.87865428846,182.313195947,2.59612488,0.0604695258728,2.53565535413,93.4425796673,0.0482123169595,85.1828161081,Oil & Gas Refining & Marketing,Basic Materials,41370000000.0,0.219293386563,Feb 01 BMO,4
MPLX,2018-01-12,38.540001,38.889999,38.209999,38.779999,1834300.0,0.00902524520436,15.271846847,64.2857142857,0.196474128205,155.13764351,0.608600262483,0.2136310149,0.394969247583,70.8815310607,0.0893258758048,69.849281438,Oil & Gas Pipelines,Basic Materials,15640000000.0,0.0336922012334,Jan 31 BMO,3
TTS,2018-01-12,10.45,10.45,10.05,10.25,532000.0,-0.00975609756098,37.9852230021,85.7142857143,0.364102564103,147.509113001,0.330653240706,0.0324398703036,0.298213370402,69.9402963826,0.0677083333333,65.3969193566,Home Improvement Stores,Services,508650000.0,0.0016625551942,Feb 13 BMO,3
TDY,2018-01-12,189.130005,193.619995,188.369995,193.279999,131400.0,0.0236962025233,24.439854784,71.4285714286,2.69647341026,148.993685865,2.57230169005,0.697874395971,1.87442729408,67.348356247,0.0671967198543,69.7620193749,Scientific & Technical Instruments,Technology,6700000000.0,0.0724367551447,Feb 01 BMO,3
ERIC,2018-01-12,6.86,7.04,6.84,7.02,5909500.0,0.0185185185185,27.1426604173,71.4285714286,0.134743589744,174.683544304,0.130166154977,0.0201739954458,0.109992159531,73.3813177274,0.0733944954128,71.8414691716,Communication Equipment,Technology,22200000000.0,0.0993133466267,Jan 25 BMO,3
VLY,2018-01-12,12.09,12.2,12.03,12.19,2801600.0,0.0131255127153,20.5666118467,64.2857142857,0.0599881666667,195.426105717,0.121891855617,0.0902929321905,0.031598923426,64.5458609695,0.0749559082892,71.7663979323,Regional - Northeast Banks,Financial,3020000000.0,0.0518728147289,Jan 25 BMO,3
TTI,2018-01-12,4.14,4.45,4.13,4.39,1023600.0,0.0182232346241,37.8695724489,-28.5714285714,0.128525641026,10.5284552846,0.114124557096,-0.0286110179605,0.142735575057,64.6839527165,0.0185614849188,59.5635678421,Oil & Gas Equipment & Services,Basic Materials,505650000.0,0.00233857020747,Feb 08 BMO,2
TTM,2018-01-12,34.23,34.349998,34.080002,34.32,920200.0,0.000874096736597,17.5043879583,14.2857142857,0.990128096154,80.319496286,0.587516272686,0.11049363912,0.477022633567,67.1318125952,0.0618811881188,63.5457798582,Auto Manufacturers - Major,Consumer Goods,1.16e+11,0.187060737848,Feb 08 BMO,3
TTC,2018-01-12,67.419998,67.419998,66.830002,66.980003,342100.0,-0.00253805602248,15.2691337283,85.7142857143,0.660068615385,146.471986893,0.714808207827,0.103270842561,0.611537365266,58.7750986692,0.0240024293532,65.5965698136,Small Tools & Accessories,Industrial Goods,6950000000.0,0.265068071006,Dec 07 BMO,3
VLP,2018-01-12,46.009998,46.84,45.68,46.689999,58400.0,0.0149924398156,27.9493675179,100.0,1.52628254487,117.596850388,1.00649383318,0.0908024368956,0.915691396287,70.4061858791,0.0492134606742,69.6518585859,Oil & Gas Pipelines,Basic Materials,3230000000.0,0.00695817199386,Feb 02 BMO,4
WSBF,2018-01-12,17.700001,17.950001,17.549999,17.75,52600.0,0.0056338028169,31.9022941849,-50.0,-0.40812899359,140.52641432,-0.226626510451,0.0887084833604,-0.315334993811,32.4081840896,0.0272611972194,53.1059641545,Savings & Loans,Financial,511650000.0,0.0108111957206,Jan 23 AMC,2
TPRE,2018-01-12,14.05,14.35,13.95,14.15,686700.0,0.0106007067138,40.3543926572,-78.5714285714,-0.545192307692,-23.6646382691,-0.498212547778,-0.00363981224796,-0.49457273553,24.0011427536,-0.0503355704698,38.2058215934,Property & Casualty Insurance,Financial,1460000000.0,0.00306589702572,Feb 07 AMC,0
WSBC,2018-01-12,42.5,42.91,40.16,42.599998,99100.0,0.00469474200445,14.4857461771,50.0,0.114679826923,147.527962761,0.28134051279,0.148216379182,0.133124133608,39.8831650478,0.0332281833616,66.8084096833,Regional - Mid-Atlantic Banks,Financial,1800000000.0,0.0241503374607,Jan 23 AMC,3
GRC,2018-01-12,32.389999,32.560001,31.75,32.299999,25400.0,0.00247671834293,18.8265042869,71.4285714286,0.438076871795,148.438243021,0.140380044455,0.111750484392,0.0286295600629,41.8917087521,0.0160427173312,57.708827913,Diversified Machinery,Industrial Goods,826770000.0,0.000912984989388,Feb 02 BMO,3
GMRE,2018-01-12,8.4,8.41,8.12,8.16,89500.0,-0.0269607843137,29.3111769739,-35.7142857143,0.00981696153846,-125.231274246,-0.0898436358358,0.01620777537,-0.106051411206,54.8275386101,-0.0239234449761,42.5391680599,Conglomerates,Conglomerates,176750000.0,0.0108917559729,Feb 08 BMO,3
VR,2018-01-12,46.669998,46.759998,46.189999,46.610001,435500.0,0.0,28.0535775813,-42.8571428571,-0.281087051282,23.9777546778,-0.49244060826,0.0889414848816,-0.581382093141,50.1383626501,-0.0122906974421,48.3993542929,Property & Casualty Insurance,Financial,3620000000.0,0.0076017446802,Feb 01 AMC,1
HUBS,2018-01-12,91.150002,93.300003,90.705002,92.650002,216400.0,0.0188882888529,18.0629879361,92.8571428571,1.66730841026,181.671645256,1.76275194953,-0.00450159710395,1.76725354663,45.4122090141,0.0398429189639,64.9054015226,Application Software,Technology,3390000000.0,0.00435415208861,Jan 31 AMC,2
CEVA,2018-01-12,46.150002,47.200001,46.049999,46.400002,115700.0,0.00969829699576,14.4495651022,64.2857142857,0.779167076923,-23.9951437463,0.195699610225,-0.0204923988069,0.216192009032,63.9618998984,0.00869569565217,48.5260433252,Semiconductor - Specialized,Technology,1050000000.0,0.00642691892344,Jan 31 BMO,2
BBOX,2018-01-12,3.75,3.75,3.6,3.6,101200.0,-0.0277777777778,25.8431857025,35.7142857143,0.216666666667,40.8806791678,0.0991927838905,0.0167580097464,0.0824347741441,50.5143887126,0.0,55.0217120062,Networking & Communication Devices,Technology,57170000.0,0.000241783934906,Jan 30 AMC,2
PFIS,2018-01-12,46.310001,46.919998,45.759998,46.700001,7000.0,0.00642396131854,15.7259018156,-42.8571428571,-1.20839722436,-40.5310707557,-0.399641488042,-0.179634259976,-0.220007228066,42.6180240703,-0.0122673014439,46.1359274031,Regional - Northeast Banks,Financial,334290000.0,0.0057419083562,30-Jan,0
