Ticker,TimeStamp,Open,High,Low,Close,Volume,Return,ADXR,AROONOSC,APO,CCI,MACD,MACD_hist,MACD_signal,MFI,ROCP,RSI,Industry,Sector,Market_cap,Industry_weight,Earnings_date,Technical_points
NRCIA,2018-01-19T19:50:00Z,37.188,37.188,37.188,37.188,101.0,-0.00435624394966,35.7081168629,-78.5714285714,0.181960897436,-83.944750057,0.119066381306,-0.0479585202907,0.167024901596,24.9706054497,-0.00699599465955,51.8485175283,Medical Laboratories & Research,Healthcare,767550000.0,0.00399231901851,Feb 06 AMC,1
AGR,2018-01-19T19:50:00Z,47.59,47.6294,47.58,47.59,2138.0,-0.000420256356377,15.277904375,-92.8571428571,-0.103711538462,-125.296409214,-0.0727964020775,-0.0213447885112,-0.0514516135663,15.5107116255,-0.00501777127326,29.8754961984,Gas Utilities,Utilities,15180000000.0,0.115863994294,Jan 23 BMO,2
NRCIB,2018-01-19T19:50:00Z,56.0,56.0,56.0,56.0,0.0,0.0,44.0620688342,57.1428571429,0.0831794871795,66.6666666667,0.0740301318163,0.00417021866523,0.0698599131511,54.1255974044,0.00268576544315,87.3653232397,Research Services,Services,977450000.0,0.237595772402,Feb 06 AMC,3
BWP,2018-01-19T19:50:00Z,13.28,13.29,13.275,13.285,6822.0,-0.000376364320662,13.6740120418,42.8571428571,0.00636217948718,64.8031448806,-0.00128938193761,0.00529852854516,-0.00658791048277,56.7024033842,0.00415721844293,52.2413136695,Oil & Gas Pipelines,Basic Materials,3350000000.0,0.00721667993171,Jan 29 BMO,3
USNA,2018-01-19T20:00:00Z,75.65,75.725,75.65,75.725,300.0,-0.0023109937273,23.804970091,-35.7142857143,0.0716346153847,-58.41923031,0.141884441409,-0.0376165944739,0.179501035883,50.0434437756,-0.00296247531271,53.9648547461,Drug Related Products,Healthcare,1760000000.0,0.121045392022,Feb 06 AMC,1
KYO,2018-01-19T19:50:00Z,68.85,68.85,68.85,68.85,0.0,0.0,74.3186332983,0.0,-0.0277807692306,-66.6666666667,-0.111221946442,0.0309079190129,-0.142129865455,0.0,0.0,12.7625814558,Diversified Electronics,Technology,26180000000.0,0.152097015819,Jan 29 BMO,2
KYN,2018-01-19T19:50:00Z,19.62,19.6372,19.62,19.6301,4721.0,-8.66016984121e-05,19.9383102706,85.7142857143,0.0578224358974,121.597907703,0.0385776769987,0.0155201815438,0.0230574954549,80.930526538,0.00570219480706,65.012183869,Closed-End Fund - Equity,Financial,2250000000.0,0.128847309067,-,3
CW,2018-01-19T19:50:00Z,133.35,133.35,133.1,133.12,500.0,-0.000525841346154,21.9413768639,64.2857142857,0.209523076923,94.7595226496,0.285912822243,0.0109539981303,0.274958824113,63.0837266856,0.00316503391108,61.5330775293,Diversified Machinery,Industrial Goods,5510000000.0,0.0060845788932,Jan 24 AMC,3
SPR,2018-01-19T19:50:00Z,98.644,98.68,98.57,98.606,3124.0,-0.000496927164676,17.640727876,-50.0,-0.149509615385,-13.9357520677,0.00284549960224,-0.0257837622249,0.0286292618271,24.2299838967,6.08519269778e-05,48.1667049841,Aerospace/Defense Products & Services,Industrial Goods,10730000000.0,0.0166125003166,Jan 31 BMO,1
KYE,2018-01-19T19:50:00Z,10.7302,10.7302,10.7302,10.7302,0.0,0.0,24.1134612914,85.7142857143,0.0181314102564,131.4610532,0.0166818448487,0.00687996506645,0.00980187978227,72.7587126027,0.00431482296122,68.960421329,Closed-End Fund - Equity,Financial,392350000.0,0.0224681074277,-,3
KRG,2018-01-19T20:00:00Z,17.895,17.895,17.86,17.86,3000.0,-0.001679731243,24.0564155202,35.7142857143,0.00956153846155,23.2965734541,0.024702650544,-0.00249945759058,0.0272021081346,35.4868295039,0.00196353436185,53.316832813,REIT - Retail,Financial,1540000000.0,0.00855702451143,Feb 01 AMC,2
VRTX,2018-01-19T20:00:00Z,158.115,158.22,157.91,158.01,8114.0,-0.000632871337257,15.1573314849,42.8571428571,-0.264217307692,76.8588199456,0.0487920534103,0.0506178377058,-0.00182578429556,41.0199069079,0.0035885547334,52.4219068426,Biotechnology,Healthcare,38790000000.0,0.0512217050093,Jan 31 AMC,2
BWA,2018-01-19T19:50:00Z,56.96,57.01,56.88,56.89,5391.0,-0.00114255580946,18.0096125686,-14.2857142857,-0.104280769231,-94.3605022345,-0.05864937987,0.00317036997352,-0.0618197498435,43.921105383,-0.00122893258427,38.6694587003,Auto Parts,Consumer Goods,11690000000.0,0.0890068405069,Feb 08 BMO,1
SPN,2018-01-19T19:50:00Z,10.8566,10.8603,10.84,10.84,4613.0,-0.00138376383764,17.8967923523,92.8571428571,0.0421403846154,151.825448261,0.0227029177344,0.00826488255863,0.0144380351758,72.0236900393,0.00277520814061,58.6430713634,Oil & Gas Equipment & Services,Basic Materials,1740000000.0,0.00804728994561,Jan 22 AMC,3
BWG,2018-01-19T19:50:00Z,13.2734,13.2738,13.2734,13.2738,309.0,-0.000474619174615,24.2065198121,71.4285714286,-0.0160987179487,-74.595712047,-0.00972576189066,0.00123530332329,-0.0109610652139,34.2504313516,-0.000241018302327,37.9914786377,Closed-End Fund - Debt,Financial,276440000.0,0.0248571862751,-,1
SPA,2018-01-19T19:50:00Z,23.19,23.19,23.19,23.19,200.0,-0.000431220353601,36.1185880077,-7.14285714286,-0.000448717948764,-466.666666665,0.00219591126582,-0.00167416646733,0.00387007773315,-3.92192626896e-14,-0.000431034482759,31.0223754177,Diversified Electronics,Technology,228260000.0,0.00132611401188,Feb 08 AMC,2
SPB,2018-01-19T19:50:00Z,120.975,120.975,120.84,120.84,1220.0,-0.000993048659384,22.1298521312,-50.0,-0.16875,-60.1374570447,-0.21263947386,0.0467444277911,-0.259383901651,50.6206432682,-0.00140484257499,39.6440791237,Personal Products,Consumer Goods,6990000000.0,0.00927119765172,Feb 15 BMO,1
VRTS,2018-01-19T20:00:00Z,130.0,130.65,129.9,130.65,1000.0,0.000765403750478,25.9200225634,-64.2857142857,-0.0656237179486,-111.753285544,0.0500134223382,-0.0485851265915,0.0985985489297,48.8858977763,-0.00105132371213,49.8710913416,Asset Management,Financial,901700000.0,0.0019163107136,Jan 24 BMO,1
VRTU,2018-01-19T19:50:00Z,47.62,47.66,47.54,47.56,1100.0,-0.000841042893188,10.0787799413,28.5714285714,-0.105353205128,123.608776673,-0.0365532107049,0.0207820994193,-0.0573353101242,48.1395188625,0.00210703750527,51.298253355,Information Technology Services,Technology,1340000000.0,0.00324521540214,Feb 07 BMO,2
VRTV,2018-01-19T19:50:00Z,28.65,28.65,28.65,28.65,0.0,0.0,27.8059021654,-14.2857142857,-0.0422685897436,32.8565115251,0.0176570451893,-0.00395326920429,0.0216103143936,56.8660012607,0.00526315789474,52.5756087468,Packaging & Containers,Consumer Goods,438760000.0,0.00343805252457,Feb 06 BMO,1
SPG,2018-01-19T20:00:00Z,164.53,164.53,164.19,164.26,11374.0,-0.00152197735298,14.9043983333,50.0,-0.142828205128,27.7204784566,-0.00994485033917,0.0207442002487,-0.0306890505878,52.3214937371,0.00115804229902,47.3843577965,REIT - Retail,Financial,52470000000.0,0.291550049425,Jan 30 BMO,2
ENDP,2018-01-19T19:50:00Z,7.03,7.07,7.02,7.045,119207.0,0.00212916962385,42.5233739028,64.2857142857,-0.0120711538462,161.820389146,-0.0298769510899,0.0202294452917,-0.0501063963816,64.5107427573,0.00944247825651,51.581400399,Drug Manufacturers - Other,Healthcare,1830000000.0,0.038884363004,Feb 08 AMC,2
GT,2018-01-19T19:50:00Z,34.82,34.82,34.77,34.77,9162.0,-0.00115041702617,47.633603051,85.7142857143,0.132504487179,89.5802500236,0.144304858537,0.0272574233972,0.11704743514,83.1866247712,0.00826446280992,71.6414693024,Rubber & Plastics,Consumer Goods,8470000000.0,0.355227867983,Feb 07 BMO,3
GS,2018-01-19T20:00:00Z,254.9,255.33,254.8,255.305,30385.0,0.00162550674683,19.1789422692,85.7142857143,0.693573717949,134.738322663,0.654985614489,0.182385832477,0.472599782012,85.7245726884,0.00927024035421,77.8510056845,Investment Brokerage - National,Financial,96280000000.0,0.216954087643,Jan 17 BMO,3
GG,2018-01-19T20:00:00Z,14.345,14.355,14.325,14.3462,23406.0,-0.000264878504412,15.1371803506,-100.0,-0.0154019230769,-167.158601228,-0.0254506137338,0.00189864214668,-0.0273492558805,37.1539609795,-0.00269725408412,38.0902994995,Gold,Basic Materials,11720000000.0,0.109522853224,Jan 24 AMC,2
GE,2018-01-19T19:50:00Z,16.2848,16.29,16.25,16.265,1850713.0,-0.00107592991085,21.6708215944,-57.1428571429,-0.011133974359,-62.7280697887,-0.0535633211445,0.00797014002244,-0.061533461167,29.9704864394,-0.00276515778567,41.6099776595,Diversified Machinery,Industrial Goods,1.61e+11,0.177788965845,Jan 24 BMO,1
GD,2018-01-19T19:50:00Z,208.8663,208.94,208.65,208.81,6704.0,-9.57808534075e-05,14.764060889,85.7142857143,0.343822435897,73.3091822914,0.209533102508,0.0496708427882,0.15986225972,77.6119217253,0.00129471564208,63.6439353188,Aerospace/Defense Products & Services,Industrial Goods,61630000000.0,0.0954173713432,Jan 26 BMO,3
RDWR,2018-01-19T20:00:00Z,20.055,20.055,20.055,20.055,100.0,0.000493642483171,26.0218309617,78.5714285714,0.0119423076923,134.125555155,0.00948897696324,0.00332914991322,0.00615982705002,78.0952469304,0.00149812734082,60.7963475735,Information Technology Services,Technology,897120000.0,0.00217264749371,Feb 07 BMO,3
BYD,2018-01-19T19:50:00Z,37.52,37.5225,37.49,37.49,2270.0,-0.000800213390237,37.7039305311,-57.1428571429,0.000663461538458,44.9857727809,0.0431451373828,-0.0132297459012,0.0563748832841,63.9489500546,0.000266808964781,55.9868059143,Resorts & Casinos,Services,3890000000.0,0.0183985434786,Feb 13 AMC,2
MAS,2018-01-19T19:50:00Z,45.935,45.985,45.935,45.965,6472.0,0.000652670510171,27.6318962023,64.2857142857,0.00756987179491,95.7290571165,-0.0134933417121,0.0319647771628,-0.0454581188749,61.4934897396,0.00338354071164,55.1109412151,General Building Materials,Industrial Goods,14160000000.0,0.144697288878,Feb 08 BMO,3
SNE,2018-01-19T19:50:00Z,49.8648,49.885,49.864,49.865,7737.0,0.000300812192921,26.804838291,78.5714285714,0.010891025641,122.018660706,0.0520998872071,-0.00707948927476,0.0591793764818,89.5707183358,0.0015063265716,63.4795677291,Electronic Equipment,Consumer Goods,60280000000.0,0.0627699672198,Jan 30 BMO,2
MAT,2018-01-19T20:00:00Z,16.0,16.08,16.0,16.065,94354.0,0.00435729847495,25.0910206088,100.0,0.215657051282,147.030497592,0.158420108076,0.0306122358219,0.127807872254,85.4532159799,0.0258620689655,82.028893745,Toys & Games,Consumer Goods,5440000000.0,0.320047065745,Jan 24 AMC,4
AMCX,2018-01-19T19:50:00Z,53.895,53.895,53.8,53.83,2450.0,-0.00148616013375,41.5654853602,35.7142857143,0.0345519230769,-100.767861625,0.167526991687,-0.0567323129885,0.224259304675,45.7859479082,-0.0012987012987,54.3724996952,Entertainment - Diversified,Services,3140000000.0,0.00569196688544,Feb 01 BMO,2
SNN,2018-01-19T20:00:00Z,34.965,34.97,34.9575,34.9575,2933.0,-0.000214546234714,16.6502736421,85.7142857143,-0.0101570512821,114.108991146,0.0118371570641,0.000988204997297,0.0108489520668,83.0671599985,0.00136064164996,57.7372609019,Medical Appliances & Equipment,Healthcare,14740000000.0,0.036039515446,-,2
HIVE,2018-01-19T19:50:00Z,4.2,4.2,4.195,4.2,6252.0,2.38095238095e-05,17.8061838455,42.8571428571,-0.00186346153846,93.3333333333,0.00672563526566,-0.0017918312891,0.00851746655476,51.0329766143,0.0,56.5585883994,Communication Equipment,Technology,312910000.0,0.00139982609428,Jan 31 AMC,0
SNI,2018-01-19T20:00:00Z,88.51,88.55,88.51,88.54,1330.0,0.000903546419697,14.6680361117,42.8571428571,0.0365602564103,48.3667513885,0.0236866719743,-0.000176045261421,0.0238627172358,58.7833398676,-0.000282278552475,53.8624844129,Broadcasting - TV,Services,11120000000.0,0.211642427074,Jan 31 AMC,1
MAA,2018-01-19T19:50:00Z,92.3164,92.33,92.25,92.2896,3483.0,0.000158197673411,21.9635762872,64.2857142857,-0.150866666667,111.432861742,0.00463115979262,0.0280917006176,-0.023460540825,76.0613975403,0.00413012729844,56.1130445947,REIT - Residential,Financial,10840000000.0,0.0732578750188,Jan 31 AMC,2
AMCN,2018-01-19T19:50:00Z,1.335,1.35,1.335,1.35,12450.0,0.0111111111111,20.5016730545,78.5714285714,-0.00413397435897,150.376884422,0.00101469819754,0.000541036333907,0.000473661863632,40.4756982208,0.0142749812171,58.8058615941,Marketing Services,Services,69410000.0,0.00967153564367,-,2
MAC,2018-01-19T19:50:00Z,63.435,63.525,63.43,63.5,13940.0,0.00110236220472,22.8795350511,71.4285714286,0.231891025641,103.730782086,0.174648052747,0.0473396546999,0.127308398047,74.35810555,0.00745676661907,72.0331071064,REIT - Retail,Financial,8980000000.0,0.0498974546186,Jan 29 AMC,3
ACLS,2018-01-19T19:50:00Z,25.925,25.95,25.85,25.925,8662.0,-7.71456123431e-06,18.2003673693,85.7142857143,0.184674358974,77.7740994719,0.140021218623,0.0511101340848,0.088911084538,71.1958258406,0.0172650578772,64.364604473,Semiconductor Equipment & Materials,Technology,971060000.0,0.00498366833217,Feb 01 AMC,3
SNR,2018-01-19T20:00:00Z,7.465,7.47,7.46,7.4675,32057.0,0.000977569467693,26.6459710622,50.0,0.00994551282052,39.0527005523,0.00859126329691,0.00147262888179,0.00711863441512,72.0797358902,0.00437121721587,56.4154546738,REIT - Diversified,Financial,619350000.0,0.00301450980157,Feb 02 BMO,3
SNP,2018-01-19T19:50:00Z,83.93,83.945,83.92,83.92,430.0,-0.000119161105815,33.5415028207,21.4285714286,0.0269826923077,89.4289708571,0.0806156591178,-0.0113799076567,0.0919955667746,59.3573111748,0.000954198473282,61.1702414968,Major Integrated Oil & Gas,Basic Materials,1.23e+11,0.0930030733206,29-Jan,2
JNJ,2018-01-19T20:00:00Z,146.77,146.8,146.7,146.7796,24616.0,-2.72517434312e-06,13.376634578,50.0,-0.111849358974,47.0912459169,-0.0239781160759,0.0275955193094,-0.0515736353853,47.8414993634,0.00170340544598,49.7872079816,Drug Manufacturers - Major,Healthcare,3.84e+11,0.229759888949,Jan 23 BMO,2
SNX,2018-01-19T19:50:00Z,135.435,135.505,135.33,135.505,500.0,0.00102653038633,24.9414104217,-50.0,-0.0240814102565,-27.6500921251,0.154148351121,-0.0465694270699,0.200717778191,25.8527467181,-3.68976459302e-05,54.856806701,Business Services,Services,5670000000.0,0.0155699674934,Jan 09 AMC,0
MAN,2018-01-19T20:00:00Z,132.54,132.56,132.49,132.56,592.0,-0.000226312613156,39.4201119331,35.7142857143,0.0422756410257,-88.7786049076,0.122078943096,-0.0456955725095,0.167774515606,66.9977169173,-0.000603136308806,55.2658021183,Staffing & Outsourcing Services,Services,8620000000.0,0.164311941837,Jan 30 BMO,1
EVH,2018-01-19T19:50:00Z,14.175,14.175,14.1745,14.175,28100.0,0.0,18.8113900291,42.8571428571,0.0974230769231,66.3433891298,0.0617686854058,0.00581129361468,0.0559573917911,50.5522046407,0.00746268656716,60.5168169497,Healthcare Information Services,Technology,1040000000.0,0.0183227011749,Feb 01 AMC,3
JBSS,2018-01-19T19:50:00Z,64.9,65.4,64.9,65.25,5467.0,0.00821455938697,31.7365208012,100.0,0.382271153846,124.348798496,0.394382741469,0.0619480068498,0.332434734619,65.5588967935,0.0196905766526,64.4698803056,Processed & Packaged Goods,Consumer Goods,712110000.0,0.00485176932092,Jan 29 AMC,4
BEN,2018-01-19T19:50:00Z,44.905,44.945,44.89,44.9,11862.0,0.0,14.6547339291,21.4285714286,-0.0140544871795,82.9158033528,0.00703110952309,-0.00326919780211,0.0103003073252,37.9396168159,0.0,52.1125207993,Asset Management,Financial,24030000000.0,0.0510690323254,Jan 26 BMO,0
MGNX,2018-01-19T20:00:00Z,19.2,19.21,19.2,19.21,700.0,-0.00208224882873,26.6946040679,-35.7142857143,0.0466262820513,-26.6093600764,0.0504962872364,-0.00556504853268,0.056061335769,33.7697435499,0.000520833333333,53.2418680569,Biotechnology,Healthcare,719830000.0,0.000950526422193,Feb 07 AMC,2
BEL,2018-01-19T19:50:00Z,13.075,13.125,13.075,13.125,800.0,0.00380952380952,48.076171669,42.8571428571,0.0339320512821,67.1081889077,0.044812201192,0.00262526324586,0.0421869379461,90.6531139927,0.00961538461538,64.8353615895,Lodging,Services,1490000000.0,0.00853095959669,Feb 05 AMC,3
EVA,2018-01-19T19:50:00Z,28.6014,28.6014,28.6014,28.6014,200.0,4.89486528632e-05,34.9380317052,57.1428571429,0.0705884615384,68.8138090727,0.0653965872479,0.00656262878795,0.05883395846,76.7581911243,0.0053216168717,71.3584600307,"Lumber, Wood Production",Industrial Goods,771320000.0,0.0189297890658,Feb 01 BMO,3
EVC,2018-01-19T19:50:00Z,7.35,7.375,7.325,7.325,2822.0,0.0,32.0599579476,-64.2857142857,-0.0251602564103,-6.11578235238,-0.000758982010002,-0.00796925832322,0.00721027631321,28.6200218865,-0.00677966101695,46.9951629225,Broadcasting - TV,Services,634500000.0,0.0120761798542,Feb 01 AMC,0
ENB,2018-01-19T19:50:00Z,39.3455,39.375,39.34,39.355,17740.0,0.000254097319273,32.8553057993,-50.0,-0.085114102564,14.9173027989,-0.0605328339308,0.00703379402167,-0.0675666279525,44.1946060449,-0.000507936507937,40.3012198852,Oil & Gas Pipelines,Basic Materials,68040000000.0,0.146574000762,Feb 01 BMO,1
BSRR,2018-01-19T19:50:00Z,28.21,28.23,28.21,28.215,655.0,0.000177210703526,23.9800609173,64.2857142857,0.066491025641,-16.9015984353,0.0737451786972,-0.00619847790927,0.0799436566064,75.1537932401,0.00230905861456,52.9112347984,Regional - Pacific Banks,Financial,408890000.0,0.00610475016121,Jan 22 BMO,2
BEP,2018-01-19T19:50:00Z,33.2201,33.2201,33.2,33.21,4695.0,-0.000873230954532,15.4419390795,-92.8571428571,-0.0387429487179,-134.708181696,-0.0301773732195,0.00143096245883,-0.0316083356783,16.0062230515,-0.0012030075188,32.9712847174,Diversified Utilities,Utilities,6190000000.0,0.0310354374558,Jan 31 BMO,3
IDCC,2018-01-19T20:00:00Z,79.55,79.55,79.4,79.55,2300.0,-0.000628535512256,26.4677747796,-57.1428571429,-0.110897435898,-159.751008961,-0.0403769517069,-0.0312681021116,-0.00910884959533,35.1611621061,-0.0025078369906,42.2482160352,Wireless Communications,Technology,2740000000.0,0.00525557718398,Jan 25 BMO,1
G,2018-01-19T20:00:00Z,34.38,34.415,34.38,34.4,12800.0,0.000581395348837,39.3600281465,-28.5714285714,-0.0232487179487,66.4044887843,0.0340413083215,-0.00885538245866,0.0428966907801,21.3752036743,0.0027692756158,60.0924407921,Business Services,Services,6420000000.0,0.0176294870031,Feb 06 AMC,1
VLO,2018-01-19T19:50:00Z,97.22,97.29,97.1401,97.17,11511.0,-0.000514562107646,28.9639285309,100.0,0.143662820513,109.33941756,0.120621634875,0.0173564532488,0.103265181627,76.8862580203,0.00216067367639,64.336508832,Oil & Gas Refining & Marketing,Basic Materials,41370000000.0,0.219293386563,Feb 01 BMO,4
MPLX,2018-01-19T20:00:00Z,37.665,37.82,37.665,37.775,3617.0,0.00277961614825,16.0090223557,64.2857142857,0.108425,112.975969782,0.0627592322176,0.0295163527444,0.0332428794732,50.4406419311,0.00733333333333,66.3628255642,Oil & Gas Pipelines,Basic Materials,15640000000.0,0.0336922012334,Jan 31 BMO,3
TTS,2018-01-19T20:00:00Z,10.2,10.2,10.175,10.175,1590.0,0.002457002457,16.8013046482,-21.4285714286,0.0123397435897,-203.122130395,0.00768762670587,-0.00825364283662,0.0159412695425,45.7878384846,-0.00488997555012,46.3657039465,Home Improvement Stores,Services,508650000.0,0.0016625551942,Feb 13 BMO,2
TDY,2018-01-19T20:00:00Z,191.84,191.84,191.635,191.77,1100.0,-0.000365020597591,15.2922234462,35.7142857143,0.0417987179486,125.252870616,0.149763885916,0.0895608552627,0.0602030306535,50.08587909,0.00434691526134,64.0893255353,Scientific & Technical Instruments,Technology,6700000000.0,0.0724367551447,Feb 01 BMO,3
ERIC,2018-01-19T19:50:00Z,7.275,7.275,7.27,7.2739,2764.0,-0.000838614773368,15.0250528027,42.8571428571,0.00284038461539,52.1115005842,-0.00247005422461,0.00249742929965,-0.00496748352426,79.4606701903,-0.000837912087912,49.8023638412,Communication Equipment,Technology,22200000000.0,0.0993133466267,Jan 25 BMO,2
VLY,2018-01-19T19:50:00Z,12.26,12.285,12.25,12.25,12570.0,0.0,23.5335109032,100.0,0.00676538461539,98.8800578035,0.0119260678159,-0.00212798776991,0.0140540555858,55.411705423,0.0,54.9664795158,Regional - Northeast Banks,Financial,3020000000.0,0.0518728147289,Jan 25 BMO,2
TTI,2018-01-19T20:00:00Z,4.12,4.125,4.11,4.125,3575.0,0.0,20.2415990913,64.2857142857,-6.41025641004e-05,148.432815481,0.00491809180851,0.00391971370943,0.000998378099081,32.7163503469,0.00979192166463,58.8240937987,Oil & Gas Equipment & Services,Basic Materials,505650000.0,0.00233857020747,Feb 08 BMO,2
TTM,2018-01-19T20:00:00Z,33.1,33.11,33.1,33.11,6282.0,0.000302023557837,37.6018870341,-7.14285714286,0.0205987179487,-59.6216595205,0.0403614156819,-0.0139892878248,0.0543507035067,49.1351149405,-0.000452830188679,56.434657131,Auto Manufacturers - Major,Consumer Goods,1.16e+11,0.187060737848,Feb 08 BMO,1
TTC,2018-01-19T19:50:00Z,67.09,67.12,67.09,67.09,1100.0,0.0,23.750049392,78.5714285714,0.0073666666667,100.103687496,0.03872880249,0.00323362093057,0.0354951815594,67.7944824775,0.00149276011345,57.4659978825,Small Tools & Accessories,Industrial Goods,6950000000.0,0.265068071006,Dec 07 BMO,3
VLP,2018-01-19T19:50:00Z,45.795,45.95,45.7,45.78,600.0,-0.00131061598952,14.8218989502,21.4285714286,0.0934608974359,-27.9541077415,0.0271329153257,0.00781638391937,0.0193165314063,39.494345878,-0.00217959895379,48.6587980761,Oil & Gas Pipelines,Basic Materials,3230000000.0,0.00695817199386,Feb 02 BMO,2
WSBF,2018-01-19T19:50:00Z,17.7,17.8,17.7,17.8,400.0,0.00842696629213,19.5609106496,7.14285714286,0.0602564102564,21.4689265537,0.0410388785025,-0.00631406781486,0.0473529463174,51.3458506521,0.0,59.1019962209,Savings & Loans,Financial,511650000.0,0.0108111957206,Jan 23 AMC,1
TPRE,2018-01-19T20:00:00Z,14.3,14.35,14.3,14.3,7800.0,0.0,19.517109236,-7.14285714286,0.0258012820513,-69.8162729659,0.019451349285,-0.0046210029307,0.0240723522156,52.9077920678,-0.00348432055749,46.3848629422,Property & Casualty Insurance,Financial,1460000000.0,0.00306589702572,Feb 07 AMC,1
WSBC,2018-01-19T20:00:00Z,42.21,42.23,42.18,42.23,500.0,0.00023679848449,13.2584668125,64.2857142857,0.0894551282052,-7.1066812528,0.0635795732716,-0.00304577166493,0.0666253449365,59.4764282364,0.00194552529183,55.8343692942,Regional - Mid-Atlantic Banks,Financial,1800000000.0,0.0241503374607,Jan 23 AMC,2
GRC,2018-01-19T19:50:00Z,31.79,31.79,31.79,31.79,0.0,0.0,19.7672485448,-28.5714285714,0.00428717948719,76.9131625584,0.0371156758902,-0.00570420167712,0.0428198775674,47.1789477851,0.00505848877648,55.8830277422,Diversified Machinery,Industrial Goods,826770000.0,0.000912984989388,Feb 02 BMO,2
GMRE,2018-01-19T20:00:00Z,7.825,7.8299,7.81,7.81,3806.0,-0.00384122919334,14.0050956708,-35.7142857143,-0.00544102564103,-103.83841383,-0.00569089292113,0.00104252019997,-0.0067334131211,22.7020900663,-0.00182763953325,40.8222099678,Conglomerates,Conglomerates,176750000.0,0.0108917559729,Feb 08 BMO,2
